,Protein,ENSG,UniProt,Source,Score,disease_id
278,GABRE,ENSG00000102287,P78334,uniprot_swissprot,0.39627173307859687,MONDO_0005180
279,GABRQ,ENSG00000268089,Q9UN88,uniprot_swissprot,0.39627173307859687,MONDO_0005180
280,GAK,ENSG00000178950,O14976,uniprot_swissprot,0.3960108690104745,MONDO_0005180
281,UQCRB,ENSG00000156467,P14927,uniprot_swissprot,0.39115961738366406,MONDO_0005180
282,MAP4K4,ENSG00000071054,O95819,uniprot_swissprot,0.3903646869587152,MONDO_0005180
283,KANSL1,ENSG00000120071,Q7Z3B3,uniprot_swissprot,0.38894473237098887,MONDO_0005180
284,DLD,ENSG00000091140,P09622,uniprot_swissprot,0.3886696422058049,MONDO_0005180
285,NDUFB6,ENSG00000165264,O95139,uniprot_swissprot,0.38851055613021823,MONDO_0005180
286,NDUFB10,ENSG00000140990,O96000,uniprot_swissprot,0.3882231051321301,MONDO_0005180
287,RAP2B,ENSG00000181467,P61225,uniprot_swissprot,0.38791879451561884,MONDO_0005180
288,RAB39B,ENSG00000155961,Q96DA2,uniprot_swissprot,0.38771026344448534,MONDO_0005180
289,CREB3L3,ENSG00000060566,Q68CJ9,uniprot_swissprot,0.38740467232137743,MONDO_0005180
290,COG8,ENSG00000213380,Q96MW5,uniprot_swissprot,0.38730446790706036,MONDO_0005180
291,FGF20,ENSG00000078579,Q9NP95,uniprot_swissprot,0.38663845886045994,MONDO_0005180
292,NOC3L,ENSG00000173145,Q8WTT2,uniprot_swissprot,0.38563381679235326,MONDO_0005180
293,SLC6A4,ENSG00000108576,P31645,uniprot_swissprot,0.37878921069985894,MONDO_0005180
294,HLA-DRA,ENSG00000204287,P01903,uniprot_swissprot,0.3777573103430989,MONDO_0005180
295,NFKB2,ENSG00000077150,Q00653,uniprot_swissprot,0.37654141193157137,MONDO_0005180
296,ZKSCAN1,ENSG00000106261,P17029,uniprot_swissprot,0.37587936770371305,MONDO_0005180
297,EMC4,ENSG00000128463,Q5J8M3,uniprot_swissprot,0.3754826204967271,MONDO_0005180
298,ULK1,ENSG00000177169,O75385,uniprot_swissprot,0.3754400372920849,MONDO_0005180
299,TTK,ENSG00000112742,P33981,uniprot_swissprot,0.3751572323810912,MONDO_0005180
300,GALC,ENSG00000054983,P54803,uniprot_swissprot,0.37503650151075285,MONDO_0005180
301,SYNJ1,ENSG00000159082,O43426,uniprot_swissprot,0.37450518056556487,MONDO_0005180
302,TNK2,ENSG00000061938,Q07912,uniprot_swissprot,0.37354618361809616,MONDO_0005180
303,CTSL,ENSG00000135047,P07711,uniprot_swissprot,0.37330054539851876,MONDO_0005180
304,FASTK,ENSG00000164896,Q14296,uniprot_swissprot,0.372901622679242,MONDO_0005180
305,BRD2,ENSG00000204256,P25440,uniprot_swissprot,0.3728316441005734,MONDO_0005180
306,SREBF1,ENSG00000072310,P36956,uniprot_swissprot,0.3727198943823808,MONDO_0005180
307,CREB1,ENSG00000118260,P16220,uniprot_swissprot,0.3724807268364675,MONDO_0005180
308,ACSL4,ENSG00000068366,O60488,uniprot_swissprot,0.37232336599662536,MONDO_0005180
309,KAT5,ENSG00000172977,Q92993,uniprot_swissprot,0.37186179105969197,MONDO_0005180
310,PTPRA,ENSG00000132670,P18433,uniprot_swissprot,0.3716125438854676,MONDO_0005180
311,ELOVL7,ENSG00000164181,A1L3X0,uniprot_swissprot,0.3708214008178539,MONDO_0005180
312,COX7C,ENSG00000127184,P15954,uniprot_swissprot,0.37050380432141355,MONDO_0005180
313,ABCC9,ENSG00000069431,O60706,uniprot_swissprot,0.37050380432141355,MONDO_0005180
314,RELA,ENSG00000173039,Q04206,uniprot_swissprot,0.3704986712678762,MONDO_0005180
315,PPP3CC,ENSG00000120910,P48454,uniprot_swissprot,0.37015415801015017,MONDO_0005180
316,CDC5L,ENSG00000096401,Q99459,uniprot_swissprot,0.36994943453938645,MONDO_0005180
317,ZNF629,ENSG00000102870,Q9UEG4,uniprot_swissprot,0.3695798546847018,MONDO_0005180
318,NVL,ENSG00000143748,O15381,uniprot_swissprot,0.3695798546847018,MONDO_0005180
319,CDYL,ENSG00000153046,Q9Y232,uniprot_swissprot,0.3695798546847018,MONDO_0005180
320,CLCN2,ENSG00000114859,P51788,uniprot_swissprot,0.3695798546847018,MONDO_0005180
321,PSKH1,ENSG00000159792,P11801,uniprot_swissprot,0.3695798546847018,MONDO_0005180
322,DLX2,ENSG00000115844,Q07687,uniprot_swissprot,0.3695798546847018,MONDO_0005180
323,RAD51C,ENSG00000108384,O43502,uniprot_swissprot,0.3695798546847018,MONDO_0005180
324,PRIM1,ENSG00000198056,P49642,uniprot_swissprot,0.3695798546847018,MONDO_0005180
325,POLA2,ENSG00000014138,Q14181,uniprot_swissprot,0.3695798546847018,MONDO_0005180
326,POLD4,ENSG00000175482,Q9HCU8,uniprot_swissprot,0.3695798546847018,MONDO_0005180
327,B4GALT1,ENSG00000086062,P15291,uniprot_swissprot,0.3695798546847018,MONDO_0005180
328,POLE3,ENSG00000148229,Q9NRF9,uniprot_swissprot,0.3695798546847018,MONDO_0005180
329,ATF5,ENSG00000169136,Q9Y2D1,uniprot_swissprot,0.3695798546847018,MONDO_0005180
330,TIMM44,ENSG00000104980,O43615,uniprot_swissprot,0.3695798546847018,MONDO_0005180
331,GTF2I,ENSG00000263001,P78347,uniprot_swissprot,0.3695798546847018,MONDO_0005180
332,ZC3H8,ENSG00000144161,Q8N5P1,uniprot_swissprot,0.3695798546847018,MONDO_0005180
333,SLC36A1,ENSG00000123643,Q7Z2H8,uniprot_swissprot,0.3695798546847018,MONDO_0005180
334,POLE2,ENSG00000100479,P56282,uniprot_swissprot,0.3695798546847018,MONDO_0005180
335,ZNF827,ENSG00000151612,Q17R98,uniprot_swissprot,0.3695798546847018,MONDO_0005180
336,POLA1,ENSG00000101868,P09884,uniprot_swissprot,0.3695798546847018,MONDO_0005180
337,JAZF1,ENSG00000153814,Q86VZ6,uniprot_swissprot,0.3695798546847018,MONDO_0005180
338,PFKL,ENSG00000141959,P17858,uniprot_swissprot,0.3695798546847018,MONDO_0005180
339,VARS2,ENSG00000137411,Q5ST30,uniprot_swissprot,0.3695798546847018,MONDO_0005180
340,PRIM2,ENSG00000146143,P49643,uniprot_swissprot,0.3695798546847018,MONDO_0005180
341,CXXC1,ENSG00000154832,Q9P0U4,uniprot_swissprot,0.3695798546847018,MONDO_0005180
342,VEZF1,ENSG00000136451,Q14119,uniprot_swissprot,0.3695798546847018,MONDO_0005180
343,POLD3,ENSG00000077514,Q15054,uniprot_swissprot,0.3695798546847018,MONDO_0005180
344,FOSL1,ENSG00000175592,P15407,uniprot_swissprot,0.3695798546847018,MONDO_0005180
345,BRD8,ENSG00000112983,Q9H0E9,uniprot_swissprot,0.3695798546847018,MONDO_0005180
346,POLE,ENSG00000177084,Q07864,uniprot_swissprot,0.3695798546847018,MONDO_0005180
347,PTPRO,ENSG00000151490,Q16827,uniprot_swissprot,0.3695798546847018,MONDO_0005180
348,POLD2,ENSG00000106628,P49005,uniprot_swissprot,0.3695798546847018,MONDO_0005180
349,POLD1,ENSG00000062822,P28340,uniprot_swissprot,0.3695798546847018,MONDO_0005180
350,SPTLC2,ENSG00000100596,O15270,uniprot_swissprot,0.3695798546847018,MONDO_0005180
351,HINFP,ENSG00000172273,Q9BQA5,uniprot_swissprot,0.3695175841277552,MONDO_0005180
352,CYB5R4,ENSG00000065615,Q7L1T6,uniprot_swissprot,0.36923379550118957,MONDO_0005180
353,SLC35C1,ENSG00000181830,Q96A29,uniprot_swissprot,0.36923379550118957,MONDO_0005180
354,MLPH,ENSG00000115648,Q9BV36,uniprot_swissprot,0.36923379550118957,MONDO_0005180
355,NGLY1,ENSG00000151092,Q96IV0,uniprot_swissprot,0.36923379550118957,MONDO_0005180
356,FYN,ENSG00000010810,P06241,uniprot_swissprot,0.3679412031110648,MONDO_0005180
357,FOXK1,ENSG00000164916,P85037,uniprot_swissprot,0.3679187506633495,MONDO_0005180
358,SPI1,ENSG00000066336,P17947,uniprot_swissprot,0.3673643808813224,MONDO_0005180
359,GRIA2,ENSG00000120251,P42262,uniprot_swissprot,0.36734513792835743,MONDO_0005180
360,CAMK2D,ENSG00000145349,Q13557,uniprot_swissprot,0.3672919839358996,MONDO_0005180
361,PTPRJ,ENSG00000149177,Q12913,uniprot_swissprot,0.36725949558648374,MONDO_0005180
362,MTFR1,ENSG00000066855,Q15390,uniprot_swissprot,0.366049995566836,MONDO_0005180
363,GRIA4,ENSG00000152578,P48058,uniprot_swissprot,0.36535021580341287,MONDO_0005180
364,PPP2R1A,ENSG00000105568,P30153,uniprot_swissprot,0.3652903677862938,MONDO_0005180
365,SLC39A10,ENSG00000196950,Q9ULF5,uniprot_swissprot,0.365290109127023,MONDO_0005180
366,TMEM229B,ENSG00000198133,Q8NBD8,uniprot_swissprot,0.36499803503482814,MONDO_0005180
367,NEK1,ENSG00000137601,Q96PY6,uniprot_swissprot,0.36445697422936724,MONDO_0005180
368,PDGFRA,ENSG00000134853,P16234,uniprot_swissprot,0.3642582602006018,MONDO_0005180
369,MT-ND6,ENSG00000198695,P03923,uniprot_swissprot,0.3638353974371952,MONDO_0005180
370,MAP2K4,ENSG00000065559,P45985,uniprot_swissprot,0.3635083813085417,MONDO_0005180
371,MRPL35,ENSG00000132313,Q9NZE8,uniprot_swissprot,0.36332527254274216,MONDO_0005180
372,CTDSP1,ENSG00000144579,Q9GZU7,uniprot_swissprot,0.3633251389177283,MONDO_0005180
373,ILF3,ENSG00000129351,Q12906,uniprot_swissprot,0.3629962558531772,MONDO_0005180
374,ATOH8,ENSG00000168874,Q96SQ7,uniprot_swissprot,0.36270505647000295,MONDO_0005180
375,GRIA1,ENSG00000155511,P42261,uniprot_swissprot,0.36255528035057294,MONDO_0005180
376,TSPO,ENSG00000100300,P30536,uniprot_swissprot,0.361852985061304,MONDO_0005180
377,COX7B,ENSG00000131174,P24311,uniprot_swissprot,0.3613501002609635,MONDO_0005180
378,DNPEP,ENSG00000123992,Q9ULA0,uniprot_swissprot,0.36022826689603626,MONDO_0005180
379,MAP2K7,ENSG00000076984,O14733,uniprot_swissprot,0.3601529580405847,MONDO_0005180
380,TOX3,ENSG00000103460,O15405,uniprot_swissprot,0.3598987435029794,MONDO_0005180
381,AP3M1,ENSG00000185009,Q9Y2T2,uniprot_swissprot,0.3594095656400988,MONDO_0005180
382,PHKG2,ENSG00000156873,P15735,uniprot_swissprot,0.35940943837839445,MONDO_0005180
383,GNPAT,ENSG00000116906,O15228,uniprot_swissprot,0.3591863939280819,MONDO_0005180
384,CDK5,ENSG00000164885,Q00535,uniprot_swissprot,0.3588662574273709,MONDO_0005180
385,PPP1CB,ENSG00000213639,P62140,uniprot_swissprot,0.3583828908486766,MONDO_0005180
386,CTSH,ENSG00000103811,P09668,uniprot_swissprot,0.3575899715149497,MONDO_0005180
387,GRIA3,ENSG00000125675,P42263,uniprot_swissprot,0.35757446098298823,MONDO_0005180
388,ABHD6,ENSG00000163686,Q9BV23,uniprot_swissprot,0.3574586928005772,MONDO_0005180
389,CCDC88A,ENSG00000115355,Q3V6T2,uniprot_swissprot,0.3574586928005772,MONDO_0005180
390,PICK1,ENSG00000100151,Q9NRD5,uniprot_swissprot,0.3563448659712728,MONDO_0005180
391,TRAPPC11,ENSG00000168538,Q7Z392,uniprot_swissprot,0.35588206723817634,MONDO_0005180
392,GOT1,ENSG00000120053,P17174,uniprot_swissprot,0.35551236615393517,MONDO_0005180
393,NDUFS4,ENSG00000164258,O43181,uniprot_swissprot,0.35545134075513074,MONDO_0005180
394,GRN,ENSG00000030582,P28799,uniprot_swissprot,0.35447993494137586,MONDO_0005180
395,ADORA2B,ENSG00000170425,P29275,uniprot_swissprot,0.3541628335701883,MONDO_0005180
396,ARPC5L,ENSG00000136950,Q9BPX5,uniprot_swissprot,0.3535709368157252,MONDO_0005180
397,S100A4,ENSG00000196154,P26447,uniprot_swissprot,0.3535708053358812,MONDO_0005180
398,GNG4,ENSG00000168243,P50150,uniprot_swissprot,0.35328439619516083,MONDO_0005180
399,PIK3R2,ENSG00000105647,O00459,uniprot_swissprot,0.35291915785591854,MONDO_0005180
400,CACNA1A,ENSG00000141837,O00555,uniprot_swissprot,0.35272157660113124,MONDO_0005180
401,ARNT,ENSG00000143437,P27540,uniprot_swissprot,0.3523552969346463,MONDO_0005180
402,FAHD2A,ENSG00000115042,Q96GK7,uniprot_swissprot,0.35227884596967113,MONDO_0005180
403,MT-ND3,ENSG00000198840,P03897,uniprot_swissprot,0.3521187222565903,MONDO_0005180
404,KAT7,ENSG00000136504,O95251,uniprot_swissprot,0.35207769504436026,MONDO_0005180
405,MT-ND4,ENSG00000198886,P03905,uniprot_swissprot,0.3519609335876034,MONDO_0005180
406,WIPF2,ENSG00000171475,Q8TF74,uniprot_swissprot,0.351634028330351,MONDO_0005180
407,MT-ND4L,ENSG00000212907,P03901,uniprot_swissprot,0.35151150623344973,MONDO_0005180
408,XPO7,ENSG00000130227,Q9UIA9,uniprot_swissprot,0.35095449715838656,MONDO_0005180
409,CD33,ENSG00000105383,P20138,uniprot_swissprot,0.3504660984754876,MONDO_0005180
410,CDK2,ENSG00000123374,P24941,uniprot_swissprot,0.3495547736469345,MONDO_0005180
411,ZNF608,ENSG00000168916,Q9ULD9,uniprot_swissprot,0.3487933812743298,MONDO_0005180
412,MRPS27,ENSG00000113048,Q92552,uniprot_swissprot,0.347774196736569,MONDO_0005180
413,CAMK1G,ENSG00000008118,Q96NX5,uniprot_swissprot,0.34777407441871455,MONDO_0005180
414,RAB9A,ENSG00000123595,P51151,uniprot_swissprot,0.34777407441871455,MONDO_0005180
415,SHMT1,ENSG00000176974,P34896,uniprot_swissprot,0.3469829623366904,MONDO_0005180
416,CANX,ENSG00000127022,P27824,uniprot_swissprot,0.3458666761604981,MONDO_0005180
417,MPRIP,ENSG00000133030,Q6WCQ1,uniprot_swissprot,0.3458511240317185,MONDO_0005180
418,ARPC4,ENSG00000241553,P59998,uniprot_swissprot,0.3458511240317185,MONDO_0005180
419,MAK,ENSG00000111837,P20794,uniprot_swissprot,0.3458511240317185,MONDO_0005180
420,ZNF462,ENSG00000148143,Q96JM2,uniprot_swissprot,0.3457677512708182,MONDO_0005180
421,HIC1,ENSG00000177374,Q14526,uniprot_swissprot,0.3457677512708182,MONDO_0005180
422,PRKAB1,ENSG00000111725,Q9Y478,uniprot_swissprot,0.3443987661874505,MONDO_0005180
423,WNT3,ENSG00000108379,P56703,uniprot_swissprot,0.3440978341491218,MONDO_0005180
424,EXOC2,ENSG00000112685,Q96KP1,uniprot_swissprot,0.34393294753990283,MONDO_0005180
425,TRMT10C,ENSG00000174173,Q7L0Y3,uniprot_swissprot,0.34393294753990283,MONDO_0005180
426,MGAT1,ENSG00000131446,P26572,uniprot_swissprot,0.34393283093877364,MONDO_0005180
427,KRT86,ENSG00000170442,O43790,uniprot_swissprot,0.3438370687582503,MONDO_0005180
428,PNO1,ENSG00000115946,Q9NRX1,uniprot_swissprot,0.3436948013096752,MONDO_0005180
429,IPO13,ENSG00000117408,O94829,uniprot_swissprot,0.343607978924132,MONDO_0005180
430,PTRHD1,ENSG00000184924,Q6GMV3,uniprot_swissprot,0.34314719549443967,MONDO_0005180
431,LAMTOR1,ENSG00000149357,Q6IAA8,uniprot_swissprot,0.34312804378196043,MONDO_0005180
432,APOE,ENSG00000130203,P02649,uniprot_swissprot,0.3427409678102671,MONDO_0005180
433,ITGA8,ENSG00000077943,P53708,uniprot_swissprot,0.34215930077240375,MONDO_0005180
434,MAP4K2,ENSG00000168067,Q12851,uniprot_swissprot,0.3401105419594362,MONDO_0005180
435,ACY3,ENSG00000132744,Q96HD9,uniprot_swissprot,0.3401101750736569,MONDO_0005180
436,NUAK2,ENSG00000163545,Q9H093,uniprot_swissprot,0.3401101750736569,MONDO_0005180
437,PDE7B,ENSG00000171408,Q9NP56,uniprot_swissprot,0.3401101750736569,MONDO_0005180
438,CENPO,ENSG00000138092,Q9BU64,uniprot_swissprot,0.3400134663099256,MONDO_0005180
439,PPP1R12A,ENSG00000058272,O14974,uniprot_swissprot,0.33975732059424574,MONDO_0005180
440,EVX2,ENSG00000174279,Q03828,uniprot_swissprot,0.33950759424609156,MONDO_0005180
441,NUCKS1,ENSG00000069275,Q9H1E3,uniprot_swissprot,0.33870839619350407,MONDO_0005180
442,FUZ,ENSG00000010361,Q9BT04,uniprot_swissprot,0.33820593353597705,MONDO_0005180
443,S100A13,ENSG00000189171,Q99584,uniprot_swissprot,0.33820581410873346,MONDO_0005180
444,EPHA1,ENSG00000146904,P21709,uniprot_swissprot,0.3381540008646539,MONDO_0005180
445,HCN2,ENSG00000099822,Q9UL51,uniprot_swissprot,0.33758338570043084,MONDO_0005180
446,KMT2B,ENSG00000272333,Q9UMN6,uniprot_swissprot,0.33743193460301746,MONDO_0005180
447,GDI1,ENSG00000203879,P31150,uniprot_swissprot,0.33686082127402683,MONDO_0005180
448,NDUFA7,ENSG00000267855,O95182,uniprot_swissprot,0.3364949334530581,MONDO_0005180
449,CSNK2B,ENSG00000204435,P67870,uniprot_swissprot,0.33649026021595235,MONDO_0005180
450,ZNF98,ENSG00000197360,A6NK75,uniprot_swissprot,0.3364289002405909,MONDO_0005180
451,TPST2,ENSG00000128294,O60704,uniprot_swissprot,0.33630621822465073,MONDO_0005180
452,RAB20,ENSG00000139832,Q9NX57,uniprot_swissprot,0.3356564891198386,MONDO_0005180
453,PTH,ENSG00000152266,P01270,uniprot_swissprot,0.3355663105792406,MONDO_0005180
454,NDUFS6,ENSG00000145494,O75380,uniprot_swissprot,0.33552902220907893,MONDO_0005180
455,PLPPR1,ENSG00000148123,Q8TBJ4,uniprot_swissprot,0.3353502035610332,MONDO_0005180
456,MT-ATP6,ENSG00000198899,P00846,uniprot_swissprot,0.3351143260223323,MONDO_0005180
457,FECH,ENSG00000066926,P22830,uniprot_swissprot,0.3344113735333509,MONDO_0005180
458,PAPSS1,ENSG00000138801,O43252,uniprot_swissprot,0.3344113735333509,MONDO_0005180
459,COX7A1,ENSG00000161281,P24310,uniprot_swissprot,0.3344113735333509,MONDO_0005180
460,ITGB4,ENSG00000132470,P16144,uniprot_swissprot,0.33441113535417627,MONDO_0005180
461,MRPS17,ENSG00000239789,Q9Y2R5,uniprot_swissprot,0.33441113535417627,MONDO_0005180
462,PFKP,ENSG00000067057,Q01813,uniprot_swissprot,0.334411021442647,MONDO_0005180
463,NME4,ENSG00000103202,O00746,uniprot_swissprot,0.334411021442647,MONDO_0005180
464,OPRM1,ENSG00000112038,P35372,uniprot_swissprot,0.33418170152514254,MONDO_0005180
465,MT-CO3,ENSG00000198938,P00414,uniprot_swissprot,0.33377680626212125,MONDO_0005180
466,NKX2-3,ENSG00000119919,Q8TAU0,uniprot_swissprot,0.333648251263309,MONDO_0005180
467,MT-ATP8,ENSG00000228253,P03928,uniprot_swissprot,0.3335458188529434,MONDO_0005180
468,NFIB,ENSG00000147862,O00712,uniprot_swissprot,0.33329717342362464,MONDO_0005180
469,IRF4,ENSG00000137265,Q15306,uniprot_swissprot,0.33329717342362464,MONDO_0005180
470,VCAM1,ENSG00000162692,P19320,uniprot_swissprot,0.33319312385756283,MONDO_0005180
471,GDF6,ENSG00000156466,Q6KF10,uniprot_swissprot,0.3326218692162316,MONDO_0005180
472,PPP4R1,ENSG00000154845,Q8TF05,uniprot_swissprot,0.3325209330226628,MONDO_0005180
473,TRRAP,ENSG00000196367,Q9Y4A5,uniprot_swissprot,0.3325209330226628,MONDO_0005180
474,COMP,ENSG00000105664,P49747,uniprot_swissprot,0.3325205790143446,MONDO_0005180
475,CGA,ENSG00000135346,P01215,uniprot_swissprot,0.3325205790143446,MONDO_0005180
476,ACMSD,ENSG00000153086,Q8TDX5,uniprot_swissprot,0.3324190980900423,MONDO_0005180
477,HES4,ENSG00000188290,Q9HCC6,uniprot_swissprot,0.3312380762813593,MONDO_0005180
478,HIP1R,ENSG00000130787,O75146,uniprot_swissprot,0.33117288950034063,MONDO_0005180
479,BRSK2,ENSG00000174672,Q8IWQ3,uniprot_swissprot,0.33063513465249866,MONDO_0005180
480,LCMT1,ENSG00000205629,Q9UIC8,uniprot_swissprot,0.33063513465249866,MONDO_0005180
481,CDC42EP5,ENSG00000167617,Q6NZY7,uniprot_swissprot,0.33063489754139735,MONDO_0005180
482,MRPL33,ENSG00000243147,O75394,uniprot_swissprot,0.33063489754139735,MONDO_0005180
483,MVP,ENSG00000013364,Q14764,uniprot_swissprot,0.33063489754139735,MONDO_0005180
484,ARL1,ENSG00000120805,P40616,uniprot_swissprot,0.33063477898610943,MONDO_0005180
485,FGGY,ENSG00000172456,Q96C11,uniprot_swissprot,0.33063477898610943,MONDO_0005180
486,MRPL42,ENSG00000198015,Q9Y6G3,uniprot_swissprot,0.3287537316430808,MONDO_0005180
487,DYRK1B,ENSG00000105204,Q9Y463,uniprot_swissprot,0.3287536158344536,MONDO_0005180
488,TRAPPC3,ENSG00000054116,O43617,uniprot_swissprot,0.3287536158344536,MONDO_0005180
489,SLC25A4,ENSG00000151729,P12235,uniprot_swissprot,0.3281902492572169,MONDO_0005180
490,PTGFR,ENSG00000122420,P43088,uniprot_swissprot,0.3275776793794332,MONDO_0005180
491,HRH3,ENSG00000101180,Q9Y5N1,uniprot_swissprot,0.32734905976900375,MONDO_0005180
492,PTPRD,ENSG00000153707,P23468,uniprot_swissprot,0.32687743330532615,MONDO_0005180
493,AKAP8L,ENSG00000011243,Q9ULX6,uniprot_swissprot,0.32687743330532615,MONDO_0005180
494,AASS,ENSG00000008311,Q9UDR5,uniprot_swissprot,0.32687743330532615,MONDO_0005180
495,NME9,ENSG00000181322,Q86XW9,uniprot_swissprot,0.3268771976128776,MONDO_0005180
496,PALB2,ENSG00000083093,Q86YC2,uniprot_swissprot,0.326500206400534,MONDO_0005180
497,PLPP4,ENSG00000203805,Q5VZY2,uniprot_swissprot,0.3264911256858582,MONDO_0005180
498,PRDX2,ENSG00000167815,P32119,uniprot_swissprot,0.3263262198224034,MONDO_0005180
499,DNAJB6,ENSG00000105993,O75190,uniprot_swissprot,0.32613476968434474,MONDO_0005180
500,PURA,ENSG00000185129,Q00577,uniprot_swissprot,0.3250938786114083,MONDO_0005180
501,PANK3,ENSG00000120137,Q9H999,uniprot_swissprot,0.32500553031976526,MONDO_0005180
502,PPP1CA,ENSG00000172531,P62136,uniprot_swissprot,0.32500553031976526,MONDO_0005180
503,ARHGEF17,ENSG00000110237,Q96PE2,uniprot_swissprot,0.32500530006120454,MONDO_0005180
504,DHX30,ENSG00000132153,Q7L2E3,uniprot_swissprot,0.32500530006120454,MONDO_0005180
505,ECE1,ENSG00000117298,P42892,uniprot_swissprot,0.32500518953733,MONDO_0005180
506,MYL6B,ENSG00000196465,P14649,uniprot_swissprot,0.32500518953733,MONDO_0005180
507,PAM16,ENSG00000217930,Q9Y3D7,uniprot_swissprot,0.32313803426077253,MONDO_0005180
508,SHROOM1,ENSG00000164403,Q2M3G4,uniprot_swissprot,0.32313803426077253,MONDO_0005180
509,PIK3C2A,ENSG00000011405,O00443,uniprot_swissprot,0.32313792627878796,MONDO_0005180
510,DSTN,ENSG00000125868,P60981,uniprot_swissprot,0.32313792627878796,MONDO_0005180
511,S1PR1,ENSG00000170989,P21453,uniprot_swissprot,0.3224253659043073,MONDO_0005180
512,PTPRS,ENSG00000105426,Q13332,uniprot_swissprot,0.3224187200423161,MONDO_0005180
513,WNT2,ENSG00000105989,P09544,uniprot_swissprot,0.32182976582651424,MONDO_0005180
514,MRPL34,ENSG00000130312,Q9BQ48,uniprot_swissprot,0.32164497589917185,MONDO_0005180
515,FTCD,ENSG00000160282,O95954,uniprot_swissprot,0.3216448616024871,MONDO_0005180
516,DYNC1I2,ENSG00000077380,Q13409,uniprot_swissprot,0.3212753960444872,MONDO_0005180
517,WNK3,ENSG00000196632,Q9BYP7,uniprot_swissprot,0.3212752817478024,MONDO_0005180
518,CYSLTR1,ENSG00000173198,Q9Y271,uniprot_swissprot,0.3199199677921125,MONDO_0005180
519,NEK6,ENSG00000119408,Q9HC98,uniprot_swissprot,0.31941761377014916,MONDO_0005180
520,ST3GAL4,ENSG00000110080,Q11206,uniprot_swissprot,0.3194173904078601,MONDO_0005180
521,ZBTB9,ENSG00000213588,Q96C00,uniprot_swissprot,0.3194173904078601,MONDO_0005180
522,ESRP2,ENSG00000103067,Q9H6T0,uniprot_swissprot,0.3194173904078601,MONDO_0005180
523,TJP2,ENSG00000119139,Q9UDY2,uniprot_swissprot,0.3194173904078601,MONDO_0005180
524,PDE9A,ENSG00000160191,O76083,uniprot_swissprot,0.3194172787269486,MONDO_0005180
525,KCNS3,ENSG00000170745,Q9BQ31,uniprot_swissprot,0.3188680142570574,MONDO_0005180
526,CSNK2A2,ENSG00000070770,P19784,uniprot_swissprot,0.3181276669611471,MONDO_0005180
527,COX6A2,ENSG00000156885,Q02221,uniprot_swissprot,0.31765542603571667,MONDO_0005180
528,L3MBTL3,ENSG00000198945,Q96JM7,uniprot_swissprot,0.31756400534978274,MONDO_0005180
529,PIM1,ENSG00000137193,P11309,uniprot_swissprot,0.3173865280930937,MONDO_0005180
530,TBC1D5,ENSG00000131374,Q92609,uniprot_swissprot,0.31658056546999086,MONDO_0005180
531,ALDH8A1,ENSG00000118514,Q9H2A2,uniprot_swissprot,0.315715246648169,MONDO_0005180
532,SH3BGRL,ENSG00000131171,O75368,uniprot_swissprot,0.315715246648169,MONDO_0005180
533,TFPI,ENSG00000003436,P10646,uniprot_swissprot,0.315715131798622,MONDO_0005180
